player_id,firstname,lastname,season_id,season_ts,regular_fg3m,regular_pts,playoffs_fg3m,playoffs_pts,total_regular_fg3m,total_regular_pts,total_playoffs_fg3m,total_playoffs_pts,season_number
2.0,Byron,Scott,1982-83,1982-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,Byron,Scott,1983-84,1983-12-31,8.0,788.0,2.0,171.0,8.0,788.0,2.0,171.0,1
2.0,Byron,Scott,1984-85,1984-12-31,26.0,1295.0,10.0,321.0,34.0,2083.0,12.0,492.0,2
2.0,Byron,Scott,1985-86,1985-12-31,22.0,1174.0,6.0,224.0,56.0,3257.0,18.0,716.0,3
2.0,Byron,Scott,1986-87,1986-12-31,65.0,1397.0,7.0,266.0,121.0,4654.0,25.0,982.0,4
2.0,Byron,Scott,1987-88,1987-12-31,62.0,1754.0,24.0,470.0,183.0,6408.0,49.0,1452.0,5
2.0,Byron,Scott,1988-89,1988-12-31,77.0,1448.0,15.0,219.0,260.0,7856.0,64.0,1671.0,6
2.0,Byron,Scott,1989-90,1989-12-31,93.0,1197.0,13.0,121.0,353.0,9053.0,77.0,1792.0,7
2.0,Byron,Scott,1990-91,1990-12-31,71.0,1191.0,20.0,237.0,424.0,10244.0,97.0,2029.0,8
2.0,Byron,Scott,1991-92,1991-12-31,54.0,1218.0,7.0,75.0,478.0,11462.0,104.0,2104.0,9
2.0,Byron,Scott,1992-93,1992-12-31,44.0,792.0,8.0,68.0,522.0,12254.0,112.0,2172.0,10
2.0,Byron,Scott,1993-94,1993-12-31,27.0,696.0,9.0,125.0,549.0,12950.0,121.0,2297.0,11
2.0,Byron,Scott,1994-95,1994-12-31,79.0,802.0,9.0,103.0,628.0,13752.0,130.0,2400.0,12
2.0,Byron,Scott,1995-96,1995-12-31,74.0,819.0,0.0,0.0,702.0,14571.0,130.0,2400.0,13
2.0,Byron,Scott,1996-97,1996-12-31,73.0,526.0,4.0,51.0,775.0,15097.0,134.0,2451.0,14
17.0,Clyde,Drexler,1982-83,1982-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,Clyde,Drexler,1983-84,1983-12-31,1.0,628.0,0.0,36.0,1.0,628.0,0.0,36.0,1
17.0,Clyde,Drexler,1984-85,1984-12-31,8.0,1377.0,2.0,150.0,9.0,2005.0,2.0,186.0,2
17.0,Clyde,Drexler,1985-86,1985-12-31,12.0,1389.0,2.0,72.0,21.0,3394.0,4.0,258.0,3
17.0,Clyde,Drexler,1986-87,1986-12-31,11.0,1782.0,1.0,96.0,32.0,5176.0,5.0,354.0,4
17.0,Clyde,Drexler,1987-88,1987-12-31,11.0,2185.0,3.0,88.0,43.0,7361.0,8.0,442.0,5
17.0,Clyde,Drexler,1988-89,1988-12-31,27.0,2123.0,0.0,83.0,70.0,9484.0,8.0,525.0,6
17.0,Clyde,Drexler,1989-90,1989-12-31,30.0,1703.0,9.0,449.0,100.0,11187.0,17.0,974.0,7
17.0,Clyde,Drexler,1990-91,1990-12-31,61.0,1767.0,15.0,347.0,161.0,12954.0,32.0,1321.0,8
17.0,Clyde,Drexler,1991-92,1991-12-31,114.0,1903.0,19.0,553.0,275.0,14857.0,51.0,1874.0,9
17.0,Clyde,Drexler,1992-93,1992-12-31,31.0,976.0,5.0,57.0,306.0,15833.0,56.0,1931.0,10
17.0,Clyde,Drexler,1993-94,1993-12-31,71.0,1303.0,3.0,84.0,377.0,17136.0,59.0,2015.0,11
17.0,Clyde,Drexler,1994-95,1994-12-31,147.0,1653.0,30.0,450.0,524.0,18789.0,89.0,2465.0,12
17.0,Clyde,Drexler,1995-96,1995-12-31,78.0,1005.0,9.0,133.0,602.0,19794.0,98.0,2598.0,13
17.0,Clyde,Drexler,1996-97,1996-12-31,119.0,1114.0,38.0,290.0,721.0,20908.0,136.0,2888.0,14
17.0,Clyde,Drexler,1997-98,1997-12-31,106.0,1287.0,5.0,75.0,827.0,22195.0,141.0,2963.0,15
45.0,George,McCloud,1988-89,1988-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,George,McCloud,1989-90,1989-12-31,13.0,118.0,0.0,2.0,13.0,118.0,0.0,2.0,1
45.0,George,McCloud,1990-91,1990-12-31,43.0,343.0,0.0,0.0,56.0,461.0,0.0,2.0,2
45.0,George,McCloud,1991-92,1991-12-31,32.0,338.0,3.0,23.0,88.0,799.0,3.0,25.0,3
45.0,George,McCloud,1992-93,1992-12-31,58.0,565.0,2.0,19.0,146.0,1364.0,5.0,44.0,4
45.0,George,McCloud,1994-95,1994-12-31,34.0,402.0,0.0,0.0,180.0,1766.0,5.0,44.0,5
45.0,George,McCloud,1995-96,1995-12-31,257.0,1497.0,0.0,0.0,437.0,3263.0,5.0,44.0,6
45.0,George,McCloud,1996-97,1996-12-31,99.0,658.0,0.0,0.0,536.0,3921.0,5.0,44.0,7
45.0,George,McCloud,1997-98,1997-12-31,71.0,456.0,12.0,57.0,607.0,4377.0,17.0,101.0,8
45.0,George,McCloud,1998-99,1998-12-31,69.0,428.0,9.0,42.0,676.0,4805.0,26.0,143.0,9
45.0,George,McCloud,1999-00,1999-12-31,107.0,787.0,0.0,0.0,783.0,5592.0,26.0,143.0,10
45.0,George,McCloud,2000-01,2000-12-31,77.0,729.0,0.0,0.0,860.0,6321.0,26.0,143.0,11
45.0,George,McCloud,2001-02,2001-12-31,60.0,604.0,0.0,0.0,920.0,6925.0,26.0,143.0,12
56.0,Gary,Payton,1989-90,1989-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,Gary,Payton,1990-91,1990-12-31,1.0,588.0,0.0,24.0,1.0,588.0,0.0,24.0,1
56.0,Gary,Payton,1991-92,1991-12-31,3.0,764.0,0.0,61.0,4.0,1352.0,0.0,85.0,2
56.0,Gary,Payton,1992-93,1992-12-31,7.0,1110.0,1.0,234.0,11.0,2462.0,1.0,319.0,3
56.0,Gary,Payton,1993-94,1993-12-31,15.0,1349.0,3.0,79.0,26.0,3811.0,4.0,398.0,4
56.0,Gary,Payton,1994-95,1994-12-31,70.0,1689.0,2.0,71.0,96.0,5500.0,6.0,469.0,5
56.0,Gary,Payton,1995-96,1995-12-31,98.0,1563.0,41.0,434.0,194.0,7063.0,47.0,903.0,6
56.0,Gary,Payton,1996-97,1996-12-31,119.0,1785.0,25.0,285.0,313.0,8848.0,72.0,1188.0,7
56.0,Gary,Payton,1997-98,1997-12-31,134.0,1571.0,19.0,240.0,447.0,10419.0,91.0,1428.0,8
56.0,Gary,Payton,1998-99,1998-12-31,83.0,1084.0,0.0,0.0,530.0,11503.0,91.0,1428.0,9
56.0,Gary,Payton,1999-00,1999-12-31,177.0,1982.0,9.0,129.0,707.0,13485.0,100.0,1557.0,10
56.0,Gary,Payton,2000-01,2000-12-31,102.0,1823.0,0.0,0.0,809.0,15308.0,100.0,1557.0,11
56.0,Gary,Payton,2001-02,2001-12-31,74.0,1815.0,4.0,111.0,883.0,17123.0,104.0,1668.0,12
56.0,Gary,Payton,2002-03,2002-12-31,54.0,1634.0,1.0,111.0,937.0,18757.0,105.0,1779.0,13
56.0,Gary,Payton,2003-04,2003-12-31,55.0,1199.0,14.0,171.0,992.0,19956.0,119.0,1950.0,14
56.0,Gary,Payton,2004-05,2004-12-31,42.0,873.0,1.0,72.0,1034.0,20829.0,120.0,2022.0,15
56.0,Gary,Payton,2005-06,2005-12-31,66.0,626.0,17.0,133.0,1100.0,21455.0,137.0,2155.0,16
56.0,Gary,Payton,2006-07,2006-12-31,32.0,358.0,0.0,0.0,1132.0,21813.0,137.0,2155.0,17
64.0,Sam,Perkins,1983-84,1983-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64.0,Sam,Perkins,1984-85,1984-12-31,9.0,903.0,1.0,75.0,9.0,903.0,1.0,75.0,1
64.0,Sam,Perkins,1985-86,1985-12-31,11.0,1234.0,2.0,149.0,20.0,2137.0,3.0,224.0,2
64.0,Sam,Perkins,1986-87,1986-12-31,19.0,1186.0,0.0,68.0,39.0,3323.0,3.0,292.0,3
64.0,Sam,Perkins,1987-88,1987-12-31,5.0,1066.0,1.0,230.0,44.0,4389.0,4.0,522.0,4
64.0,Sam,Perkins,1988-89,1988-12-31,7.0,1171.0,0.0,0.0,51.0,5560.0,4.0,522.0,5
64.0,Sam,Perkins,1989-90,1989-12-31,6.0,1206.0,0.0,45.0,57.0,6766.0,4.0,567.0,6
64.0,Sam,Perkins,1990-91,1990-12-31,18.0,983.0,11.0,336.0,75.0,7749.0,15.0,903.0,7
64.0,Sam,Perkins,1991-92,1991-12-31,15.0,1041.0,0.0,0.0,90.0,8790.0,15.0,903.0,8
64.0,Sam,Perkins,1992-93,1992-12-31,24.0,1036.0,30.0,274.0,114.0,9826.0,45.0,1177.0,9
64.0,Sam,Perkins,1993-94,1993-12-31,99.0,999.0,6.0,49.0,213.0,10825.0,51.0,1226.0,10
64.0,Sam,Perkins,1994-95,1994-12-31,136.0,1043.0,10.0,54.0,349.0,11868.0,61.0,1280.0,11
64.0,Sam,Perkins,1995-96,1995-12-31,129.0,970.0,32.0,258.0,478.0,12838.0,93.0,1538.0,12
64.0,Sam,Perkins,1996-97,1996-12-31,122.0,889.0,14.0,101.0,600.0,13727.0,107.0,1639.0,13
64.0,Sam,Perkins,1997-98,1997-12-31,87.0,580.0,10.0,54.0,687.0,14307.0,117.0,1693.0,14
64.0,Sam,Perkins,1998-99,1998-12-31,35.0,238.0,11.0,53.0,722.0,14545.0,128.0,1746.0,15
64.0,Sam,Perkins,1999-00,1999-12-31,89.0,537.0,23.0,110.0,811.0,15082.0,151.0,1856.0,16
64.0,Sam,Perkins,2000-01,2000-12-31,38.0,242.0,1.0,5.0,849.0,15324.0,152.0,1861.0,17
84.0,Latrell,Sprewell,1991-92,1991-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84.0,Latrell,Sprewell,1992-93,1992-12-31,73.0,1182.0,0.0,0.0,73.0,1182.0,0.0,0.0,1
84.0,Latrell,Sprewell,1993-94,1993-12-31,141.0,1720.0,8.0,68.0,214.0,2902.0,8.0,68.0,2
84.0,Latrell,Sprewell,1994-95,1994-12-31,90.0,1420.0,0.0,0.0,304.0,4322.0,8.0,68.0,3
84.0,Latrell,Sprewell,1995-96,1995-12-31,91.0,1473.0,0.0,0.0,395.0,5795.0,8.0,68.0,4
84.0,Latrell,Sprewell,1996-97,1996-12-31,147.0,1938.0,0.0,0.0,542.0,7733.0,8.0,68.0,5
84.0,Latrell,Sprewell,1997-98,1997-12-31,9.0,299.0,0.0,0.0,551.0,8032.0,8.0,68.0,6
84.0,Latrell,Sprewell,1998-99,1998-12-31,21.0,606.0,4.0,407.0,572.0,8638.0,12.0,475.0,7
84.0,Latrell,Sprewell,1999-00,1999-12-31,44.0,1524.0,10.0,299.0,616.0,10162.0,22.0,774.0,8
84.0,Latrell,Sprewell,2000-01,2000-12-31,41.0,1364.0,3.0,92.0,657.0,11526.0,25.0,866.0,9
84.0,Latrell,Sprewell,2001-02,2001-12-31,145.0,1575.0,0.0,0.0,802.0,13101.0,25.0,866.0,10
84.0,Latrell,Sprewell,2002-03,2002-12-31,134.0,1215.0,0.0,0.0,936.0,14316.0,25.0,866.0,11
84.0,Latrell,Sprewell,2003-04,2003-12-31,99.0,1375.0,37.0,357.0,1035.0,15691.0,62.0,1223.0,12
84.0,Latrell,Sprewell,2004-05,2004-12-31,69.0,1021.0,0.0,0.0,1104.0,16712.0,62.0,1223.0,13
89.0,Nick,Van Exel,1992-93,1992-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89.0,Nick,Van Exel,1993-94,1993-12-31,123.0,1099.0,0.0,0.0,123.0,1099.0,0.0,0.0,1
89.0,Nick,Van Exel,1994-95,1994-12-31,183.0,1348.0,21.0,200.0,306.0,2447.0,21.0,200.0,2
89.0,Nick,Van Exel,1995-96,1995-12-31,144.0,1099.0,5.0,47.0,450.0,3546.0,26.0,247.0,3
89.0,Nick,Van Exel,1996-97,1996-12-31,177.0,1206.0,12.0,130.0,627.0,4752.0,38.0,377.0,4
89.0,Nick,Van Exel,1997-98,1997-12-31,123.0,881.0,22.0,151.0,750.0,5633.0,60.0,528.0,5
89.0,Nick,Van Exel,1998-99,1998-12-31,72.0,826.0,0.0,0.0,822.0,6459.0,60.0,528.0,6
89.0,Nick,Van Exel,1999-00,1999-12-31,133.0,1275.0,0.0,0.0,955.0,7734.0,60.0,528.0,7
89.0,Nick,Van Exel,2000-01,2000-12-31,135.0,1259.0,0.0,0.0,1090.0,8993.0,60.0,528.0,8
89.0,Nick,Van Exel,2001-02,2001-12-31,119.0,1322.0,7.0,89.0,1209.0,10315.0,67.0,617.0,9
89.0,Nick,Van Exel,2002-03,2002-12-31,118.0,912.0,44.0,389.0,1327.0,11227.0,111.0,1006.0,10
89.0,Nick,Van Exel,2003-04,2003-12-31,46.0,490.0,0.0,0.0,1373.0,11717.0,111.0,1006.0,11
89.0,Nick,Van Exel,2004-05,2004-12-31,100.0,586.0,0.0,0.0,1473.0,12303.0,111.0,1006.0,12
89.0,Nick,Van Exel,2005-06,2005-12-31,55.0,355.0,3.0,26.0,1528.0,12658.0,114.0,1032.0,13
96.0,Detlef,Schrempf,1984-85,1984-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96.0,Detlef,Schrempf,1985-86,1985-12-31,3.0,397.0,0.0,37.0,3.0,397.0,0.0,37.0,1
96.0,Detlef,Schrempf,1986-87,1986-12-31,33.0,756.0,0.0,31.0,36.0,1153.0,0.0,68.0,2
96.0,Detlef,Schrempf,1987-88,1987-12-31,5.0,698.0,1.0,117.0,41.0,1851.0,1.0,185.0,3
96.0,Detlef,Schrempf,1988-89,1988-12-31,7.0,828.0,0.0,0.0,48.0,2679.0,1.0,185.0,4
96.0,Detlef,Schrempf,1989-90,1989-12-31,17.0,1267.0,0.0,61.0,65.0,3946.0,1.0,246.0,5
96.0,Detlef,Schrempf,1990-91,1990-12-31,15.0,1320.0,0.0,79.0,80.0,5266.0,1.0,325.0,6
96.0,Detlef,Schrempf,1991-92,1991-12-31,23.0,1380.0,2.0,63.0,103.0,6646.0,3.0,388.0,7
96.0,Detlef,Schrempf,1992-93,1992-12-31,8.0,1567.0,0.0,78.0,111.0,8213.0,3.0,466.0,8
96.0,Detlef,Schrempf,1993-94,1993-12-31,22.0,1212.0,2.0,93.0,133.0,9425.0,5.0,559.0,9
96.0,Detlef,Schrempf,1994-95,1994-12-31,93.0,1572.0,10.0,75.0,226.0,10997.0,15.0,634.0,10
96.0,Detlef,Schrempf,1995-96,1995-12-31,73.0,1080.0,21.0,336.0,299.0,12077.0,36.0,970.0,11
96.0,Detlef,Schrempf,1996-97,1996-12-31,57.0,1022.0,16.0,203.0,356.0,13099.0,52.0,1173.0,12
96.0,Detlef,Schrempf,1997-98,1997-12-31,61.0,1232.0,2.0,161.0,417.0,14331.0,54.0,1334.0,13
96.0,Detlef,Schrempf,1998-99,1998-12-31,34.0,752.0,0.0,0.0,451.0,15083.0,54.0,1334.0,14
96.0,Detlef,Schrempf,1999-00,1999-12-31,21.0,574.0,1.0,84.0,472.0,15657.0,55.0,1418.0,15
96.0,Detlef,Schrempf,2000-01,2000-12-31,3.0,104.0,2.0,14.0,475.0,15761.0,57.0,1432.0,16
98.0,Nick,Anderson,1988-89,1988-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98.0,Nick,Anderson,1989-90,1989-12-31,1.0,931.0,0.0,0.0,1.0,931.0,0.0,0.0,1
98.0,Nick,Anderson,1990-91,1990-12-31,17.0,990.0,0.0,0.0,18.0,1921.0,0.0,0.0,2
98.0,Nick,Anderson,1991-92,1991-12-31,30.0,1196.0,0.0,0.0,48.0,3117.0,0.0,0.0,3
98.0,Nick,Anderson,1992-93,1992-12-31,88.0,1574.0,0.0,0.0,136.0,4691.0,0.0,0.0,4
98.0,Nick,Anderson,1993-94,1993-12-31,101.0,1277.0,8.0,43.0,237.0,5968.0,8.0,43.0,5
98.0,Nick,Anderson,1994-95,1994-12-31,179.0,1200.0,41.0,298.0,416.0,7168.0,49.0,341.0,6
98.0,Nick,Anderson,1995-96,1995-12-31,168.0,1134.0,18.0,156.0,584.0,8302.0,67.0,497.0,7
98.0,Nick,Anderson,1996-97,1996-12-31,143.0,757.0,4.0,28.0,727.0,9059.0,71.0,525.0,8
98.0,Nick,Anderson,1997-98,1997-12-31,77.0,890.0,0.0,0.0,804.0,9949.0,71.0,525.0,9
98.0,Nick,Anderson,1998-99,1998-12-31,96.0,701.0,11.0,83.0,900.0,10650.0,82.0,608.0,10
98.0,Nick,Anderson,1999-00,1999-12-31,132.0,781.0,7.0,36.0,1032.0,11431.0,89.0,644.0,11
98.0,Nick,Anderson,2000-01,2000-12-31,10.0,38.0,0.0,0.0,1042.0,11469.0,89.0,644.0,12
98.0,Nick,Anderson,2001-02,2001-12-31,13.0,60.0,0.0,0.0,1055.0,11529.0,89.0,644.0,13
101.0,Scott,Skiles,1985-86,1985-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101.0,Scott,Skiles,1986-87,1986-12-31,3.0,49.0,0.0,0.0,3.0,49.0,0.0,0.0,1
101.0,Scott,Skiles,1987-88,1987-12-31,6.0,223.0,0.0,0.0,9.0,272.0,0.0,0.0,2
101.0,Scott,Skiles,1988-89,1988-12-31,20.0,546.0,0.0,0.0,29.0,818.0,0.0,0.0,3
101.0,Scott,Skiles,1989-90,1989-12-31,52.0,536.0,0.0,0.0,81.0,1354.0,0.0,0.0,4
101.0,Scott,Skiles,1990-91,1990-12-31,93.0,1357.0,0.0,0.0,174.0,2711.0,0.0,0.0,5
101.0,Scott,Skiles,1991-92,1991-12-31,91.0,1057.0,0.0,0.0,265.0,3768.0,0.0,0.0,6
101.0,Scott,Skiles,1992-93,1992-12-31,80.0,1201.0,0.0,0.0,345.0,4969.0,0.0,0.0,7
101.0,Scott,Skiles,1993-94,1993-12-31,68.0,815.0,0.0,9.0,413.0,5784.0,0.0,9.0,8
101.0,Scott,Skiles,1994-95,1994-12-31,96.0,805.0,0.0,0.0,509.0,6589.0,0.0,9.0,9
101.0,Scott,Skiles,1995-96,1995-12-31,15.0,63.0,0.0,0.0,524.0,6652.0,0.0,9.0,10
103.0,Todd,Day,1991-92,1991-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103.0,Todd,Day,1992-93,1992-12-31,54.0,983.0,0.0,0.0,54.0,983.0,0.0,0.0,1
103.0,Todd,Day,1993-94,1993-12-31,33.0,966.0,0.0,0.0,87.0,1949.0,0.0,0.0,2
103.0,Todd,Day,1994-95,1994-12-31,163.0,1310.0,0.0,0.0,250.0,3259.0,0.0,0.0,3
103.0,Todd,Day,1995-96,1995-12-31,100.0,922.0,0.0,0.0,350.0,4181.0,0.0,0.0,4
103.0,Todd,Day,1996-97,1996-12-31,126.0,1178.0,0.0,0.0,476.0,5359.0,0.0,0.0,5
103.0,Todd,Day,1997-98,1997-12-31,2.0,30.0,0.0,0.0,478.0,5389.0,0.0,0.0,6
103.0,Todd,Day,1999-00,1999-12-31,64.0,396.0,5.0,42.0,542.0,5785.0,5.0,42.0,7
103.0,Todd,Day,2000-01,2000-12-31,26.0,132.0,0.0,0.0,568.0,5917.0,5.0,42.0,8
105.0,Dan,Majerle,1987-88,1987-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
105.0,Dan,Majerle,1988-89,1988-12-31,27.0,467.0,8.0,172.0,27.0,467.0,8.0,172.0,1
105.0,Dan,Majerle,1989-90,1989-12-31,19.0,809.0,4.0,201.0,46.0,1276.0,12.0,373.0,2
105.0,Dan,Majerle,1990-91,1990-12-31,30.0,1051.0,4.0,42.0,76.0,2327.0,16.0,415.0,3
105.0,Dan,Majerle,1991-92,1991-12-31,87.0,1418.0,9.0,130.0,163.0,3745.0,25.0,545.0,4
105.0,Dan,Majerle,1992-93,1992-12-31,167.0,1388.0,54.0,370.0,330.0,5133.0,79.0,915.0,5
105.0,Dan,Majerle,1993-94,1993-12-31,192.0,1320.0,20.0,123.0,522.0,6453.0,99.0,1038.0,6
105.0,Dan,Majerle,1994-95,1994-12-31,199.0,1281.0,16.0,82.0,721.0,7734.0,115.0,1120.0,7
105.0,Dan,Majerle,1995-96,1995-12-31,146.0,872.0,10.0,50.0,867.0,8606.0,125.0,1170.0,8
105.0,Dan,Majerle,1996-97,1996-12-31,68.0,390.0,25.0,136.0,935.0,8996.0,150.0,1306.0,9
105.0,Dan,Majerle,1997-98,1997-12-31,111.0,519.0,2.0,9.0,1046.0,9515.0,152.0,1315.0,10
105.0,Dan,Majerle,1998-99,1998-12-31,68.0,337.0,5.0,20.0,1114.0,9852.0,157.0,1335.0,11
105.0,Dan,Majerle,1999-00,1999-12-31,110.0,506.0,20.0,90.0,1224.0,10358.0,177.0,1425.0,12
105.0,Dan,Majerle,2000-01,2000-12-31,57.0,267.0,4.0,16.0,1281.0,10625.0,181.0,1441.0,13
105.0,Dan,Majerle,2001-02,2001-12-31,79.0,300.0,0.0,0.0,1360.0,10925.0,181.0,1441.0,14
107.0,Dale,Ellis,1982-83,1982-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107.0,Dale,Ellis,1983-84,1983-12-31,12.0,549.0,1.0,59.0,12.0,549.0,1.0,59.0,1
107.0,Dale,Ellis,1984-85,1984-12-31,42.0,667.0,2.0,23.0,54.0,1216.0,3.0,82.0,2
107.0,Dale,Ellis,1985-86,1985-12-31,63.0,508.0,7.0,30.0,117.0,1724.0,10.0,112.0,3
107.0,Dale,Ellis,1986-87,1986-12-31,86.0,2041.0,13.0,353.0,203.0,3765.0,23.0,465.0,4
107.0,Dale,Ellis,1987-88,1987-12-31,107.0,1938.0,3.0,104.0,310.0,5703.0,26.0,569.0,5
107.0,Dale,Ellis,1988-89,1988-12-31,162.0,2253.0,15.0,183.0,472.0,7956.0,41.0,752.0,6
107.0,Dale,Ellis,1989-90,1989-12-31,96.0,1293.0,0.0,0.0,568.0,9249.0,41.0,752.0,7
107.0,Dale,Ellis,1990-91,1990-12-31,57.0,857.0,0.0,0.0,625.0,10106.0,41.0,752.0,8
107.0,Dale,Ellis,1991-92,1991-12-31,138.0,1272.0,0.0,0.0,763.0,11378.0,41.0,752.0,9
107.0,Dale,Ellis,1992-93,1992-12-31,119.0,1366.0,10.0,125.0,882.0,12744.0,51.0,877.0,10
107.0,Dale,Ellis,1993-94,1993-12-31,131.0,1170.0,5.0,42.0,1013.0,13914.0,56.0,919.0,11
107.0,Dale,Ellis,1994-95,1994-12-31,106.0,918.0,4.0,36.0,1119.0,14832.0,60.0,955.0,12
107.0,Dale,Ellis,1995-96,1995-12-31,150.0,1204.0,0.0,0.0,1269.0,16036.0,60.0,955.0,13
107.0,Dale,Ellis,1996-97,1996-12-31,192.0,1361.0,0.0,0.0,1461.0,17397.0,60.0,955.0,14
107.0,Dale,Ellis,1997-98,1997-12-31,127.0,934.0,11.0,56.0,1588.0,18331.0,71.0,1011.0,15
107.0,Dale,Ellis,1998-99,1998-12-31,94.0,495.0,0.0,0.0,1682.0,18826.0,71.0,1011.0,16
107.0,Dale,Ellis,1999-00,1999-12-31,37.0,178.0,0.0,0.0,1719.0,19004.0,71.0,1011.0,17
109.0,Robert,Horry,1991-92,1991-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109.0,Robert,Horry,1992-93,1992-12-31,12.0,801.0,9.0,123.0,12.0,801.0,9.0,123.0,1
109.0,Robert,Horry,1993-94,1993-12-31,44.0,803.0,34.0,269.0,56.0,1604.0,43.0,392.0,2
109.0,Robert,Horry,1994-95,1994-12-31,86.0,652.0,44.0,288.0,142.0,2256.0,87.0,680.0,3
109.0,Robert,Horry,1995-96,1995-12-31,142.0,853.0,21.0,105.0,284.0,3109.0,108.0,785.0,4
109.0,Robert,Horry,1996-97,1996-12-31,49.0,423.0,12.0,60.0,333.0,3532.0,120.0,845.0,5
109.0,Robert,Horry,1997-98,1997-12-31,19.0,536.0,6.0,112.0,352.0,4068.0,126.0,957.0,6
109.0,Robert,Horry,1998-99,1998-12-31,20.0,188.0,5.0,40.0,372.0,4256.0,131.0,997.0,7
109.0,Robert,Horry,1999-00,1999-12-31,29.0,436.0,17.0,175.0,401.0,4692.0,148.0,1172.0,8
109.0,Robert,Horry,2000-01,2000-12-31,54.0,407.0,17.0,94.0,455.0,5099.0,165.0,1266.0,9
109.0,Robert,Horry,2001-02,2001-12-31,76.0,550.0,24.0,176.0,531.0,5649.0,189.0,1442.0,10
109.0,Robert,Horry,2002-03,2002-12-31,51.0,522.0,2.0,67.0,582.0,6171.0,191.0,1509.0,11
109.0,Robert,Horry,2003-04,2003-12-31,41.0,392.0,8.0,61.0,623.0,6563.0,199.0,1570.0,12
109.0,Robert,Horry,2004-05,2004-12-31,51.0,451.0,38.0,214.0,674.0,7014.0,237.0,1784.0,13
109.0,Robert,Horry,2005-06,2005-12-31,53.0,321.0,6.0,55.0,727.0,7335.0,243.0,1839.0,14
109.0,Robert,Horry,2006-07,2006-12-31,50.0,268.0,13.0,77.0,777.0,7603.0,256.0,1916.0,15
109.0,Robert,Horry,2007-08,2007-12-31,18.0,112.0,5.0,23.0,795.0,7715.0,261.0,1939.0,16
117.0,Jeff,Malone,1982-83,1982-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
117.0,Jeff,Malone,1983-84,1983-12-31,24.0,982.0,0.0,24.0,24.0,982.0,0.0,24.0,1
117.0,Jeff,Malone,1984-85,1984-12-31,15.0,1436.0,1.0,65.0,39.0,2418.0,1.0,89.0,2
117.0,Jeff,Malone,1985-86,1985-12-31,3.0,1795.0,0.0,110.0,42.0,4213.0,1.0,199.0,3
117.0,Jeff,Malone,1986-87,1986-12-31,4.0,1758.0,0.0,45.0,46.0,5971.0,1.0,244.0,4
117.0,Jeff,Malone,1987-88,1987-12-31,10.0,1641.0,0.0,128.0,56.0,7612.0,1.0,372.0,5
117.0,Jeff,Malone,1988-89,1988-12-31,1.0,1651.0,0.0,0.0,57.0,9263.0,1.0,372.0,6
117.0,Jeff,Malone,1989-90,1989-12-31,1.0,1820.0,0.0,0.0,58.0,11083.0,1.0,372.0,7
117.0,Jeff,Malone,1990-91,1990-12-31,1.0,1282.0,0.0,186.0,59.0,12365.0,1.0,558.0,8
117.0,Jeff,Malone,1991-92,1991-12-31,1.0,1639.0,1.0,331.0,60.0,14004.0,2.0,889.0,9
117.0,Jeff,Malone,1992-93,1992-12-31,3.0,1429.0,0.0,67.0,63.0,15433.0,2.0,956.0,10
117.0,Jeff,Malone,1993-94,1993-12-31,7.0,1262.0,0.0,0.0,70.0,16695.0,2.0,956.0,11
117.0,Jeff,Malone,1994-95,1994-12-31,11.0,350.0,0.0,0.0,81.0,17045.0,2.0,956.0,12
117.0,Jeff,Malone,1995-96,1995-12-31,5.0,186.0,0.0,0.0,86.0,17231.0,2.0,956.0,13
120.0,Steven,Smith,1990-91,1990-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.0,Steven,Smith,1991-92,1991-12-31,40.0,729.0,7.0,48.0,40.0,729.0,7.0,48.0,1
120.0,Steven,Smith,1992-93,1992-12-31,53.0,766.0,0.0,0.0,93.0,1495.0,7.0,48.0,2
120.0,Steven,Smith,1993-94,1993-12-31,91.0,1346.0,9.0,96.0,184.0,2841.0,16.0,144.0,3
120.0,Steven,Smith,1994-95,1994-12-31,137.0,1305.0,7.0,57.0,321.0,4146.0,23.0,201.0,4
120.0,Steven,Smith,1995-96,1995-12-31,140.0,1446.0,25.0,217.0,461.0,5592.0,48.0,418.0,5
